pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
36116567,Calcium-enriched biochar modulates cadmium uptake depending on external cadmium dose.,"Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36120391,Increased Rates of Supplement-Associated Oxalate Nephropathy During COVID-19 Pandemic.,Kidney international reports,2022,cohort/observational,False,NR,include,,oxalate nephropathy / AKI (vitamin C supplement),confirmed_risk,R-A + R-B (adjudicated)
36139710,Nomilin from Yuzu Seed Has In Vitro Antioxidant Activity and Downregulates Melanogenesis in B16F10 Melanoma Cells through the PKA/CREB Signaling Pathway.,"Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36139763,"Zinc Application Mitigates Copper Toxicity by Regulating Cu Uptake, Activity of Antioxidant Enzymes, and Improving Physiological Characteristics in Summer Squash.","Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36152705,The participation of nitric oxide in hydrogen sulphide-mediated chromium tolerance in pepper (Capsicum annuum L) plants by modulating subcellular distribution of chromium and the ascorbate-glutathione cycle.,"Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36153722,Scurvy.,Acta dermatovenerologica Croatica : ADC,2022,case report,True,NR,exclude,R2_no_ae,scurvy (deficiency),,R-A + R-B (adjudicated)
36156315,History of scurvy and use of vitamin C in critical illness: A narrative review.,Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition,2023,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
36156920,Prevalence and factors associated with vitamin C deficiency in inflammatory bowel disease.,World journal of gastroenterology,2022,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
36158881,Anti-,BioMed research international,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36165635,The redox-active Cu-FomA complex: the mode that provides coordination of Cu,"Dalton transactions (Cambridge, England : 2003)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36165928,"Effects of exogenous taurine on growth, photosynthesis, oxidative stress, antioxidant enzymes and nutrient accumulation by Trifolium alexandrinum plants under manganese stress.",Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36166666,Polarization of Tumor-Associated Macrophages Promoted by Vitamin C-Loaded Liposomes for Cancer Immunotherapy.,ACS nano,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36179729,A retrospective observational study on cases of osteosarcomas treated with a multitherapy: The rationale and effectiveness.,Neuro endocrinology letters,2022,cohort/observational,False,NR,exclude,R5_not_subject,,,R-A
36182142,Co-exposure of sulfur nanoparticles and Cu alleviate Cu stress and toxicity to oilseed rape Brassica napus L.,Journal of environmental sciences (China),2023,other,False,NR,exclude,R6_food_materials,,,R-A
36186784,"High-dose vitamin C on sepsis: Protocol of a prospective, multi-centered, double-blinded, randomized, and placebo-controlled superiority study.",Frontiers in medicine,2022,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
36192978,Enzymatic synthesis of ascorbyl oleate and evaluation of biological activities.,"Food research international (Ottawa, Ont.)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36204073,Metabolome and transcriptome association analysis revealed key factors involved in melatonin mediated cadmium-stress tolerance in cotton.,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36208600,A cadmium-tolerant endophytic bacterium reduces oxidative stress and Cd uptake in KDML105 rice seedlings by inducing glutathione reductase-related activity and increasing the proline content.,Plant physiology and biochemistry : PPB,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36212291,Short-term responses of Spinach (,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36216024,Nitric oxide overcomes copper and copper oxide nanoparticle-induced toxicity in ,Functional plant biology : FPB,2023,other,False,NR,exclude,R6_food_materials,,,R-A
36228747,Manipulation of Redox Metabolism Using Pharmacologic Ascorbate Opens a Therapeutic Window for Radio-Sensitization by ATM Inhibitors in Colorectal Cancer.,"International journal of radiation oncology, biology, physics",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36231243,Combined Inhibitory Effect of Canada Goldenrod Invasion and Soil Microplastics on Rice Growth.,International journal of environmental research and public health,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36231984,Bioremediation of Cadmium Toxicity in Wheat (,International journal of environmental research and public health,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36234694,Fluorine-Nitrogen-Codoped Carbon Dots as Fluorescent Switch Probes for Selective Fe(III) and Ascorbic Acid Sensing in Living Cells.,"Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R3_reagent,,,R-A
36235490,Biochemical Insights into the Ability of ,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36235869,Vitamin C Supplementation for the Treatment of COVID-19: A Systematic Review and Meta-Analysis.,Nutrients,2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
36240088,Teaching Video NeuroImage: Scurvy Presenting as Proximal Myopathy in a Young Boy.,Neurology,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, myopathy)",,R-A + R-B (adjudicated)
36240136,Aspergillus violaceofuscus alleviates cadmium and chromium stress in Okra through biochemical modulation.,PloS one,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36243064,"Two-week repair alleviates hexavalent chromium-induced hepatotoxicity, hepatic metabolic and gut microbial changes: A dynamic inhalation exposure model in male mice.",The Science of the total environment,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36247333,"Vitamin C mitigates hematological and biochemical alterations caused by di(2-ethylhexyl) phthalate toxicity in female albino mice, ",Comparative clinical pathology,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36248829,Vitamin C deficiency reveals developmental differences between neonatal and adult hematopoiesis.,Frontiers in immunology,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36279514,Hepatoprotective effects of walnut oil and Caralluma tuberculata against paracetamol in experimentally induced liver toxicity in mice.,Acta biochimica Polonica,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36283768,Fasting and cancer: from yeast to mammals.,International review of cell and molecular biology,2022,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
36290578,Insight into the Mechanism of Salt-Induced Oxidative Stress Tolerance in Soybean by the Application of ,"Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36290671,Supplementation with Oral Vitamin C Prior to and during Myeloablative Chemotherapy and Autologous Haematopoietic Stem Cell Transplantation: A Pilot Study.,"Antioxidants (Basel, Switzerland)",2022,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
36293416,"Cleaning the Label of Cured Meat; Effect of the Replacement of Nitrates/Nitrites on Nutrients Bioaccessibility, Peptides Formation, and Cellular Toxicity of In Vitro Digested Salami.",International journal of molecular sciences,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36297762,"Application of Rhizobacteria, ","Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36304406,Oligochitosan fortifies antioxidative and photosynthetic metabolism and enhances secondary metabolite accumulation in arsenic-stressed peppermint.,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36311131,"Effect of nano-silicon on the regulation of ascorbate-glutathione contents, antioxidant defense system and growth of copper stressed wheat (",Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36320914,Development of Cu(ii)-specific peptide shuttles capable of preventing Cu-amyloid beta toxicity and importing bioavailable Cu into cells.,Chemical science,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36324605,Scurvy in A Malnourished Child: Atypical Imaging Findings.,Journal of radiology case reports,2022,case report,True,United States,exclude,R2_no_ae,"scurvy (deficiency, imaging)",,R-A + R-B (adjudicated)
36331236,Scurvy in children - A neglected disease?,Pediatrics international : official journal of the Japan Pediatric Society,2022,cohort/observational,False,NR,exclude,R2_no_ae,"scurvy (deficiency, pediatric)",,R-A + R-B (adjudicated)
36340332,Induction of resilience strategies against biochemical deteriorations prompted by severe cadmium stress in sunflower plant when ,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36352995,Efficacy of intravenous vitamin C in management of moderate and severe COVID-19: A double blind randomized placebo controlled trial.,Journal of family medicine and primary care,2022,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
36353717,Measurement of Ascorbate Peroxidase Activity in Sorghum.,Bio-protocol,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36355952,"Influence of Soil Nutrient Toxicity and Deficiency from Three Ecuadorian Climatic Regions on the Variation of Biological, Metabolic, and Nutritional Properties of ",Toxics,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36359850,"Enhancing an Oxidative ""Trojan Horse"" Action of Vitamin C with Arsenic Trioxide for Effective Suppression of KRAS-Mutant Cancers: A Promising Path at the Bedside.",Cells,2022,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
36364173,Allelopathic Toxicity of Cyanamide Could Control Amaranth (,"Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36365433,Impact of Cadmium Stress on Growth and Physio-Biochemical Attributes of ,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36379288,"Rare earth element scandium mitigates the chromium toxicity in Lemna minor by regulating photosynthetic performance, hormonal balance and antioxidant machinery.","Environmental pollution (Barking, Essex : 1987)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36387661,A challenging case of suspected solanine toxicity in an eleven-year-old Saudi boy.,Journal of family medicine and primary care,2022,case report,True,Saudi Arabia,exclude,R5_not_subject,,,R-A
36388564,"Supplementation of nitric oxide and spermidine alleviates the nickel stress-induced damage to growth, chlorophyll metabolism, and photosynthesis by upregulating ascorbate-glutathione and glyoxalase cycle functioning in tomato.",Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36400144,"Physiological and transcriptomic study reveal SeNPs-mediated AsIII stress detoxification mechanisms involved modulation of antioxidants, metal transporters, and transcription factors in Glycine max L. (Merr.) roots.","Environmental pollution (Barking, Essex : 1987)",2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36401692,Triphenylmethane dye (C,Environmental science and pollution research international,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36423373,Effects of malic acid and EDTA on oxidative stress and antioxidant enzymes of okra (Abelmoschus esculentus L.) exposed to cadmium stress.,Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36430374,High pH Alleviated Sweet Orange (,International journal of molecular sciences,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36432098,Prospective Role of Indigenous Leafy Vegetables as Functional Food Ingredients.,"Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36445231,"HYDROCORTISONE, ASCORBIC ACID, AND THIAMINE THERAPY DECREASE RENAL OXIDATIVE STRESS AND ACUTE KIDNEY INJURY IN MURINE SEPSIS.","Shock (Augusta, Ga.)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36452105,"Quercetin ameliorates chromium toxicity through improvement in photosynthetic activity, antioxidative defense system; and suppressed oxidative stress in ",Frontiers in plant science,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36458989,A Prehispanic infant from Tenerife with diffuse microporotic lesions.,Anthropologischer Anzeiger; Bericht uber die biologisch-anthropologische Literatur,2023,other,False,NR,exclude,R2_no_ae,,,R-A
36463746,Pre treatment of melatonin rescues cotton seedlings from cadmium toxicity by regulating key physio-biochemical and molecular pathways.,Journal of hazardous materials,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36470151,"Hormetic activation of nano-sized rare earth element terbium on growth, PSII photochemistry, antioxidant status and phytohormone regulation in Lemnaminor.",Plant physiology and biochemistry : PPB,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36470722,Effectiveness and safety of 1-L PEG-ASC versus other bowel preparations for colonoscopy: A meta-analysis of nine randomized clinical trials.,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2023,review/meta-analysis,False,NR,include,,bowel-prep adverse events (PEG-ASC),no_problem,R-A + R-B (adjudicated)
36472831,Oxidative Stress and Toxicity in Reproductive Biology and Medicine: A Comprehensive Update on Male Infertility Volume II - Conclusion.,Advances in experimental medicine and biology,2022,other,False,NR,exclude,R2_no_ae,,,R-A
